,Brand,Model,Version,Location,Fuel_Type,Transmission,Owner_Type,Year,Kilometers_Driven,Power,Seats,Predicted Price
941,Mercedes-Benz,SLC,43 AMG,Coimbatore,Petrol,Automatic,First,2018,18338,362.07,2.0,62.649811320754715
942,Hyundai,i20,1.4 Sportz,Kochi,Diesel,Manual,First,2019,17964,88.73,5.0,9.159905660377357
943,Toyota,Fortuner,4x2 4 Speed AT,Hyderabad,Diesel,Automatic,First,2012,55500,169.0,7.0,18.087358490566043
944,Mahindra,Scorpio,VLX 2WD Airbag BSIII,Chennai,Diesel,Manual,Second,2008,130000,120.0,8.0,4.249150943396229
945,Mercedes-Benz,GLE,350d,Hyderabad,Diesel,Automatic,First,2016,50000,254.79,5.0,67.15981132075473
946,Volkswagen,Polo,1.2 MPI Highline,Mumbai,Petrol,Manual,First,2015,49830,74.0,5.0,4.5363207547169795
947,BMW,5,Series 2003-2012 520d,Kolkata,Diesel,Automatic,First,2009,49000,177.0,5.0,11.415849056603776
948,Ford,Ecosport,1.5 DV5 MT Ambiente,Kolkata,Diesel,Manual,First,2013,53967,89.84,5.0,4.684150943396226
949,Maruti,SX4,Zxi BSIII,Mumbai,Petrol,Manual,First,2011,54000,104.68,5.0,3.233207547169811
950,Hyundai,i20,1.4 Asta AT (O) with Sunroof,Hyderabad,Petrol,Automatic,First,2009,75000,100.0,5.0,3.140943396226417
951,Hyundai,Xcent,1.1 CRDi S,Pune,Diesel,Manual,First,2016,100000,71.0,5.0,4.039622641509435
952,Renault,Lodgy,110PS RxL,Chennai,Diesel,Manual,First,2015,142000,108.5,8.0,7.991886792452831
953,Renault,Duster,110PS Diesel RxZ,Jaipur,Diesel,Manual,Second,2012,83388,108.45,5.0,5.835754716981135
954,Maruti,Swift,Dzire VXi,Delhi,Petrol,Manual,First,2012,62000,85.8,5.0,3.09198113207547
955,Honda,City,i DTec VX,Kolkata,Diesel,Manual,First,2016,61000,98.6,5.0,6.175188679245288
956,Audi,A4,3.0 TDI Quattro Premium,Bangalore,Diesel,Automatic,First,2011,45000,241.4,5.0,23.37028301886793
957,Mercedes-Benz,E-Class,250 D W 124,Bangalore,Diesel,Manual,First,2013,33000,157.7,5.0,8.422264150943395
958,Toyota,Innova,2.5 LE 2014 Diesel 8 Seater,Pune,Diesel,Manual,First,2014,113565,100.6,8.0,9.729716981132079
959,Volkswagen,Jetta,2007-2011 2.0 TDI Trendline,Hyderabad,Diesel,Manual,First,2008,131000,105.0,5.0,3.8801886792452795
960,Mahindra,Bolero,ZLX,Delhi,Diesel,Manual,First,2015,72253,62.1,7.0,4.961509433962263
961,Maruti,Swift,Dzire VXI,Coimbatore,Petrol,Manual,First,2016,46346,83.14,5.0,5.724150943396224
962,Honda,City,1.5 V MT,Hyderabad,Petrol,Manual,First,2016,37000,118.0,5.0,8.681981132075473
963,Hyundai,Grand,i10 1.2 CRDi Sportz,Coimbatore,Diesel,Manual,First,2019,56371,73.97,5.0,5.978867924528303
964,Tata,Indigo,CS eVX,Pune,Diesel,Manual,First,2016,98500,69.01,5.0,3.2215094339622654
965,Maruti,Baleno,Zeta 1.3,Ahmedabad,Diesel,Manual,First,2015,71588,74.0,5.0,5.862358490566035
966,Maruti,Alto,800 2016-2019 LXI,Ahmedabad,Petrol,Manual,First,2014,68000,47.3,5.0,2.6249056603773573
967,Mercedes-Benz,E-Class,E240 V6 AT,Mumbai,Petrol,Automatic,Second,2003,66800,203.0,5.0,6.160377358490566
968,Maruti,Swift,Dzire Vdi BSIV,Chennai,Diesel,Manual,First,2016,90000,73.9,5.0,4.422169811320754
969,Nissan,Terrano,XE 85 PS,Jaipur,Diesel,Manual,First,2013,54000,83.8,5.0,4.432830188679246
970,Mercedes-Benz,New,C-Class C 200 CGI,Mumbai,Petrol,Automatic,Second,2011,87248,184.0,5.0,6.8503773584905625
971,Maruti,Celerio,VXI,Pune,Petrol,Manual,First,2017,9052,67.04,5.0,4.011792452830188
972,Hyundai,Santro,Xing GLS,Delhi,Petrol,Manual,First,2014,67320,62.1,5.0,3.2563207547169832
973,Volkswagen,Polo,1.2 MPI Highline,Kochi,Petrol,Manual,First,2018,28635,74.0,5.0,6.186415094339621
974,Mahindra,Bolero,ZLX,Kochi,Diesel,Manual,First,2016,78904,62.1,7.0,5.271132075471697
975,BMW,5,Series 2013-2017 530d M Sport,Kochi,Diesel,Automatic,First,2018,16409,258.0,5.0,59.23811320754716
976,Honda,City,1.5 V MT Sunroof,Delhi,Petrol,Manual,Second,2012,61180,116.3,5.0,4.841792452830189
977,Hyundai,i20,Sportz 1.2,Delhi,Petrol,Manual,Second,2014,59577,82.85,5.0,4.304999999999998
978,Toyota,Innova,2.5 GX (Diesel) 8 Seater BS IV,Mumbai,Diesel,Manual,First,2016,24104,100.0,8.0,9.019622641509436
979,BMW,5,Series 2007-2010 525d Sedan,Mumbai,Diesel,Automatic,Third,2008,69000,218.0,5.0,9.62990566037736
980,Volkswagen,Polo,GT TSI,Bangalore,Petrol,Automatic,First,2015,35000,103.6,5.0,6.55301886792453
981,Mitsubishi,Pajero,Sport 4X2 AT,Ahmedabad,Diesel,Automatic,First,2014,75000,175.56,7.0,16.389740566037737
982,Maruti,Ertiga,VXI,Jaipur,Petrol,Manual,First,2014,98000,93.7,7.0,5.211226415094342
983,Audi,A6,2011-2015 2.0 TDI Technology,Chennai,Diesel,Automatic,Third,2014,51843,174.33,5.0,23.42047169811321
984,Maruti,Swift,Dzire VDI,Jaipur,Diesel,Manual,Second,2013,80000,74.0,5.0,4.2349999999999985
985,Toyota,Fortuner,3.0 Diesel,Pune,Diesel,Manual,Third,2009,110000,171.0,7.0,6.779339622641516
986,Hyundai,i10,Sportz 1.1L,Kochi,Petrol,Manual,First,2015,75383,68.05,5.0,3.8875471698113224
987,Mahindra,TUV,300 2015-2019 T8 AMT,Kochi,Diesel,Automatic,First,2017,31861,100.0,7.0,8.780000000000003
988,Mercedes-Benz,New,C-Class C 220 CDI CLASSIC,Mumbai,Diesel,Manual,First,2011,57900,170.0,5.0,7.543301886792448
989,Maruti,Swift,Dzire Ldi BSIV,Delhi,Diesel,Manual,First,2014,48000,73.9,5.0,4.57867924528302
990,Hyundai,i20,Magna,Kochi,Petrol,Manual,First,2015,33544,82.85,5.0,5.093018867924528
991,Maruti,Swift,VDI BSIV,Chennai,Diesel,Manual,First,2015,65000,74.0,5.0,5.356226415094339
992,Toyota,Innova,Crysta 2.4 VX MT 8S,Coimbatore,Diesel,Manual,First,2017,103189,147.8,8.0,17.63547169811321
993,Toyota,Etios,V,Kochi,Petrol,Manual,First,2017,35007,88.73,5.0,7.753679245283018
994,Toyota,Corolla,Altis Diesel D4DG,Pune,Diesel,Manual,First,2010,98000,87.2,5.0,3.084056603773584
995,Hyundai,Grand,i10 1.2 CRDi Magna,Hyderabad,Diesel,Manual,First,2017,25678,73.97,5.0,6.711132075471697
996,Maruti,SX4,ZDI,Coimbatore,Diesel,Manual,First,2015,65636,88.73,5.0,5.6622641509433995
997,Audi,A6,2011-2015 35 TDI Premium,Kochi,Diesel,Automatic,First,2015,21730,174.33,5.0,22.88415094339621
998,Honda,Amaze,S i-Vtech,Chennai,Petrol,Manual,First,2013,46112,86.7,5.0,4.044528301886791
999,Hyundai,i20,Magna 1.2,Kolkata,Petrol,Manual,First,2015,20000,81.83,5.0,4.081603773584907
1000,Mahindra,XUV500,W6 2WD,Hyderabad,Diesel,Manual,First,2013,67000,140.0,7.0,9.523113207547171
1001,Mercedes-Benz,E-Class,2015-2017 E250 CDI Avantgarde,Ahmedabad,Diesel,Automatic,First,2016,29000,204.0,5.0,33.03367924528303
1002,Hyundai,Verna,1.4 CRDi,Pune,Diesel,Manual,First,2014,86000,88.7,5.0,5.395377358490565
1003,Honda,Amaze,EX i-Vtech,Hyderabad,Petrol,Manual,First,2013,34000,86.7,5.0,4.380943396226414
1004,Audi,A4,2.0 TDI Premium Sport Limited Edition,Bangalore,Diesel,Automatic,First,2014,36000,174.33,5.0,24.246698113207554
1005,Hyundai,i10,Magna,Mumbai,Petrol,Manual,First,2013,49000,78.9,5.0,3.8638679245283023
1006,Tata,Tigor,1.2 Revotron XT,Mumbai,Petrol,Manual,First,2017,7000,84.0,5.0,5.647924528301888
1007,Hyundai,Xcent,1.1 CRDi S,Kolkata,Diesel,Manual,First,2014,60188,71.0,5.0,3.63122641509434
1008,Ford,Figo,Diesel ZXI,Ahmedabad,Diesel,Manual,First,2012,79000,68.0,5.0,2.785471698113207
1009,Toyota,Innova,2.5 GX (Diesel) 7 Seater,Chennai,Diesel,Manual,Second,2012,115439,100.0,7.0,9.343396226415091
1010,Hyundai,i20,2015-2017 1.4 CRDi Sportz,Pune,Diesel,Manual,Second,2011,104500,90.0,5.0,3.4232075471698145
1011,Mercedes-Benz,E-Class,E250 CDI Launch Edition,Delhi,Diesel,Automatic,First,2013,35000,204.0,5.0,22.724716981132076
1012,Hyundai,Creta,1.6 SX Plus Diesel,Coimbatore,Diesel,Manual,First,2016,26186,126.2,5.0,12.035283018867933
1013,Chevrolet,Spark,1.0 LT,Pune,Petrol,Manual,First,2012,58061,62.0,5.0,2.0993396226415095
1014,Hyundai,i20,1.4 CRDi Sportz,Ahmedabad,Diesel,Manual,First,2011,62000,90.0,5.0,3.5719811320754706
1015,Maruti,Swift,Dzire VDI,Mumbai,Diesel,Manual,Second,2013,118000,74.0,5.0,3.9375471698113214
1016,Hyundai,i10,Magna 1.2,Chennai,Petrol,Manual,First,2009,65000,78.9,5.0,2.846509433962263
1017,Hyundai,Santro,Xing GLS,Hyderabad,Petrol,Manual,First,2008,44379,62.1,5.0,1.7885849056603778
1018,Ford,Ecosport,1.5 DV5 MT Ambiente,Kochi,Diesel,Manual,First,2017,61041,89.84,5.0,7.781415094339622
1019,Ford,Fiesta,Classic 1.4 Duratorq CLXI,Bangalore,Diesel,Manual,Second,2011,73000,67.0,5.0,2.5367924528301877
1020,Hyundai,Creta,1.6 CRDi AT SX Plus,Pune,Diesel,Automatic,First,2016,57297,126.2,5.0,11.376132075471698
1021,Hyundai,Creta,1.6 VTVT Base,Hyderabad,Petrol,Manual,Second,2015,28700,121.3,5.0,8.467830188679248
1022,Honda,City,1.5 V MT,Hyderabad,Petrol,Manual,First,2013,85264,118.0,5.0,6.538207547169812
1023,Maruti,Ignis,1.2 AMT Delta,Hyderabad,Petrol,Automatic,First,2017,20000,81.8,5.0,6.858679245283023
1024,Honda,City,i-VTEC CVT ZX,Hyderabad,Petrol,Automatic,First,2017,11934,117.3,5.0,11.929811320754723
1025,Honda,City,1.5 V MT,Pune,Petrol,Manual,First,2010,83000,118.0,5.0,3.362264150943397
1026,Ford,Fiesta,Classic 1.6 Duratec LXI,Hyderabad,Petrol,Manual,First,2013,23000,99.6,5.0,5.4804716981132096
1027,Hyundai,i20,Sportz 1.2,Mumbai,Petrol,Manual,First,2017,14927,81.83,5.0,5.88754716981132
1028,Toyota,Corolla,Executive (HE),Hyderabad,Petrol,Manual,Second,2007,158000,125.0,5.0,2.702264150943397
1029,Nissan,Micra,Diesel XV,Jaipur,Diesel,Manual,Third,2011,111000,63.1,5.0,2.277169811320755
1030,Maruti,Alto,LXi BSIII,Hyderabad,Petrol,Manual,First,2011,63528,46.3,5.0,2.1493396226415094
1031,Maruti,Ciaz,VDi Plus,Jaipur,Diesel,Manual,First,2015,92000,88.5,5.0,6.619433962264153
1032,Maruti,Ciaz,1.3 Alpha,Delhi,Diesel,Manual,First,2017,41200,88.5,5.0,7.7873584905660325
1033,Mahindra,XUV500,W8 2WD,Coimbatore,Diesel,Manual,First,2016,39052,140.0,7.0,16.234245283018872
1034,Renault,Duster,85PS Diesel RxL,Ahmedabad,Diesel,Manual,First,2014,55100,83.8,5.0,4.7771698113207535
1035,Hyundai,i20,1.2 Sportz,Ahmedabad,Petrol,Manual,First,2011,76958,80.0,5.0,3.2673584905660373
1036,Renault,Pulse,RxL,Kochi,Diesel,Manual,First,2015,70419,63.12,5.0,3.656037735849055
1037,Maruti,Wagon,R AMT VXI,Mumbai,Petrol,Automatic,First,2017,21000,67.0,5.0,4.385754716981133
1038,BMW,6,Series 650i Coupe,Delhi,Petrol,Automatic,First,2009,64000,450.0,4.0,26.909811320754713
1039,Honda,City,V MT,Delhi,Petrol,Manual,Second,2011,63698,116.3,5.0,3.746132075471696
1040,Tata,Indigo,eCS LX BSIV,Coimbatore,Diesel,Manual,First,2016,62715,69.0,5.0,3.876037735849055
1041,Honda,Brio,S MT,Coimbatore,Petrol,Manual,Second,2013,37922,86.8,5.0,4.218018867924527
1042,Honda,Jazz,1.5 S i DTEC,Ahmedabad,Diesel,Manual,First,2016,52000,98.6,5.0,6.379622641509438
1043,Mercedes-Benz,A,Class A180 CDI,Chennai,Diesel,Automatic,First,2013,47000,107.3,5.0,13.521305031446545
1044,Toyota,Corolla,Altis GL,Mumbai,Petrol,Manual,Second,2009,64000,138.1,5.0,4.088301886792455
1045,Honda,Civic,2006-2010 1.8 (E) MT,Hyderabad,Petrol,Manual,Second,2007,109000,130.0,5.0,2.7946226415094353
1046,Hyundai,Creta,1.6 CRDi SX Option,Mumbai,Diesel,Manual,First,2015,19000,126.2,5.0,10.405000000000001
1047,Audi,Q5,2008-2012 2.0 TFSI Quattro,Ahmedabad,Petrol,Automatic,Second,2009,99000,208.0,5.0,8.323113207547173
1048,OpelCorsa,1.4Gsi,,Hyderabad,Petrol,Manual,Second,2005,50000,88.0,5.0,1.2253773584905663
1049,Toyota,Fortuner,4x2 AT,Pune,Diesel,Automatic,Second,2013,105000,168.5,7.0,17.870943396226416
1050,Hyundai,Creta,1.6 VTVT S,Jaipur,Petrol,Manual,First,2016,24000,121.3,5.0,9.584811320754719
1051,Volkswagen,Ameo,1.5 TDI Highline,Coimbatore,Diesel,Manual,First,2017,23389,108.62,5.0,10.132264150943394
1052,Hyundai,i20,Magna,Ahmedabad,Petrol,Manual,First,2009,90000,80.0,5.0,2.9150943396226414
1053,Audi,A6,2011-2015 2.0 TDI Premium Plus,Delhi,Diesel,Automatic,First,2013,20000,174.33,5.0,21.174245283018866
1054,Hyundai,Grand,i10 CRDi Sportz,Jaipur,Diesel,Manual,First,2014,62269,70.0,5.0,4.128301886792452
1055,Audi,Q3,30 TDI S Edition,Chennai,Diesel,Manual,First,2015,69000,138.13,5.0,15.017547169811323
1056,BMW,5,Series 2013-2017 530d M Sport,Kochi,Diesel,Automatic,First,2015,58898,258.0,5.0,38.91764150943396
1057,Maruti,Swift,Dzire AMT ZDI,Coimbatore,Diesel,Automatic,First,2018,29110,74.0,5.0,7.3637735849056645
1058,Hyundai,Grand,i10 1.2 Kappa Sportz AT,Kochi,Petrol,Automatic,First,2019,34649,81.86,5.0,7.010188679245283
1059,Honda,City,i DTEC SV,Kolkata,Diesel,Manual,First,2017,13000,98.6,5.0,6.896603773584905
1060,Hyundai,Grand,i10 1.2 Kappa Magna,Jaipur,Petrol,Manual,First,2015,25043,81.86,5.0,4.71943396226415
1061,Honda,Jazz,1.2 V CVT i VTEC,Coimbatore,Petrol,Automatic,First,2018,36611,88.7,5.0,7.806226415094329
1062,Maruti,Swift,VDi BSIII W/ ABS,Jaipur,Diesel,Manual,Second,2008,150000,75.0,5.0,2.5357547169811334
1063,Maruti,Wagon,R VXI,Ahmedabad,Petrol,Manual,First,2015,82000,67.04,5.0,3.614245283018869
1064,Maruti,Ciaz,RS ZDi Plus SHVS,Kochi,Diesel,Manual,Second,2017,45158,88.5,5.0,7.702405660377357
1065,Volkswagen,Vento,1.2 TSI Comfortline AT,Coimbatore,Petrol,Automatic,First,2016,36968,103.2,5.0,8.079245283018873
1066,Maruti,Swift,VXI BSIV,Coimbatore,Petrol,Manual,First,2015,53556,81.8,5.0,5.93377358490566
1067,Skoda,Laura,Ambition 2.0 TDI CR AT,Bangalore,Diesel,Automatic,First,2013,78500,138.1,5.0,8.3438679245283
1068,Hyundai,Xcent,1.1 CRDi S Celebration Edition,Jaipur,Diesel,Manual,First,2017,133000,71.0,5.0,4.469528301886792
1069,Hyundai,Creta,1.6 CRDi SX,Coimbatore,Diesel,Manual,First,2017,33186,126.2,5.0,11.554622641509443
1070,Mercedes-Benz,New,C-Class C 200 CGI Elegance,Delhi,Petrol,Automatic,First,2012,65000,186.0,5.0,13.150849056603773
1071,Maruti,Swift,VDI,Coimbatore,Diesel,Manual,First,2015,61903,74.0,5.0,5.621698113207551
1072,Toyota,Etios,G,Kolkata,Petrol,Manual,First,2011,25000,88.73,5.0,3.0517924528301865
1074,Maruti,Swift,Dzire VXI Optional,Hyderabad,Petrol,Manual,First,2017,8044,83.14,5.0,5.990377358490563
1075,Audi,Q5,3.0 TDI Quattro Technology,Bangalore,Diesel,Automatic,First,2017,18000,241.4,5.0,53.18311320754719
1076,Honda,City,V MT,Mumbai,Petrol,Manual,First,2013,80000,116.3,5.0,5.506981132075473
1077,Mahindra,KUV,100 mFALCON D75 K6 5str AW,Chennai,Diesel,Manual,First,2016,45000,77.0,5.0,5.169150943396225
1078,Mahindra,Xylo,D4 BSIV,Mumbai,Diesel,Manual,Second,2013,78835,112.0,8.0,6.921320754716981
1079,Tata,Tiago,1.2 Revotron XT,Kochi,Petrol,Manual,First,2017,30631,84.0,5.0,5.735660377358492
1080,Mahindra,Scorpio,VLX 2WD BSIII,Hyderabad,Diesel,Manual,First,2011,72573,120.0,8.0,6.601509433962263
1081,Toyota,Innova,Crysta 2.8 GX AT,Delhi,Diesel,Automatic,First,2016,10000,171.5,7.0,27.382264150943406
1082,Maruti,Wagon,R VXI BSIII,Mumbai,Petrol,Manual,First,2011,50215,67.1,5.0,2.451132075471698
1083,Maruti,800,AC,Kolkata,Petrol,Manual,First,2009,9999,37.0,4.0,1.1553773584905656
1084,Honda,Civic,2006-2010 1.8 MT Sport,Pune,Petrol,Manual,Second,2008,110000,130.0,5.0,2.8331132075471706
1085,Chevrolet,Beat,Diesel LS,Jaipur,Diesel,Manual,First,2013,81000,57.6,5.0,2.1713207547169824
1086,Mahindra,Thar,CRDe,Delhi,Diesel,Manual,First,2016,11000,105.0,6.0,8.285754716981128
1087,Tata,Zest,Revotron 1.2T XE,Kolkata,Petrol,Manual,First,2017,59000,88.7,5.0,6.514056603773584
1088,Hyundai,EON,Era Plus,Mumbai,Petrol,Manual,First,2015,8300,55.2,5.0,2.796132075471699
1089,Mahindra,Ssangyong,Rexton RX7,Mumbai,Diesel,Automatic,First,2016,40000,184.0,7.0,23.48308176100628
1090,Hyundai,Creta,1.6 CRDi SX Option,Pune,Diesel,Manual,First,2016,83500,126.2,5.0,10.643113207547172
1091,Tata,Zest,Quadrajet 1.3 75PS XE,Kolkata,Diesel,Manual,First,2017,22000,74.0,5.0,6.372830188679246
1092,Chevrolet,Enjoy,Petrol LTZ 7 Seater,Mumbai,Petrol,Manual,First,2013,39000,98.82,7.0,4.942830188679248
1093,Skoda,Superb,Elegance 2.0 TDI CR AT,Pune,Diesel,Automatic,First,2013,90000,138.1,5.0,8.346603773584906
1094,Hyundai,i20,2015-2017 Magna Optional 1.4 CRDi,Pune,Diesel,Manual,First,2012,134487,88.8,5.0,4.370660377358493
1095,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,Diesel,Automatic,First,2014,65000,174.33,5.0,21.142051886792448
1096,Mahindra,Scorpio,S6 Plus 7 Seater,Ahmedabad,Diesel,Manual,First,2015,48000,120.0,7.0,8.832075471698115
1097,BMW,3,Series 320d,Bangalore,Diesel,Automatic,First,2011,60000,170.0,5.0,12.750943396226415
1098,Mercedes-Benz,CLA,45 AMG,Kochi,Petrol,Automatic,First,2015,23742,360.0,5.0,51.59264150943396
1099,Honda,City,1.5 S MT,Hyderabad,Petrol,Manual,First,2010,60268,118.0,5.0,3.8980188679245287
1100,Maruti,Vitara,Brezza ZDi,Hyderabad,Diesel,Manual,First,2016,70746,88.5,5.0,7.830660377358487
1101,Toyota,Camry,2.5 G,Delhi,Petrol,Automatic,First,2014,61000,178.4,5.0,15.217900943396227
1102,Maruti,Swift,Vdi BSIII,Pune,Diesel,Manual,First,2007,102000,75.0,5.0,1.9800000000000009
1103,Hyundai,Elantra,SX AT,Bangalore,Petrol,Automatic,Second,2016,25000,147.4,5.0,19.738490566037743
1104,Renault,Duster,85PS Diesel RxL Optional,Delhi,Diesel,Manual,First,2013,64000,83.8,5.0,5.262452830188681
1105,Audi,Q5,2008-2012 3.0 TDI Quattro,Hyderabad,Diesel,Automatic,First,2010,78265,236.0,5.0,14.88858490566038
1106,Maruti,Esteem,Vxi - BSIII,Pune,Petrol,Manual,Third,2006,76560,85.0,5.0,1.6367924528301887
1107,Jeep,Compass,2.0 Longitude,Kolkata,Diesel,Manual,First,2017,10000,170.0,5.0,19.37962264150944
1108,Honda,City,1.5 V AT,Mumbai,Petrol,Automatic,First,2010,52000,118.0,5.0,3.389811320754718
1109,Tata,Zest,Quadrajet 1.3 75PS XE,Jaipur,Diesel,Manual,First,2018,45000,74.0,5.0,5.6723584905660385
1110,Maruti,Baleno,Zeta 1.2,Kochi,Petrol,Manual,First,2018,29562,83.1,5.0,6.98367924528302
1111,Maruti,Swift,Dzire VDI,Kolkata,Diesel,Manual,First,2014,32000,74.0,5.0,3.79735849056604
1112,Volkswagen,Polo,1.2 MPI Highline,Coimbatore,Petrol,Manual,First,2016,22003,74.0,5.0,6.087075471698112
1113,Mini,Clubman,Cooper S,Pune,Petrol,Manual,First,2017,2890,192.0,5.0,31.005377358490573
1114,Mitsubishi,Pajero,Sport 4X2 AT,Mumbai,Diesel,Automatic,First,2015,52000,175.56,7.0,23.504591194968544
1115,Honda,City,ZX EXi,Pune,Petrol,Manual,Second,2008,100000,78.0,5.0,1.862075471698113
1116,Hyundai,EON,Era Plus,Jaipur,Petrol,Manual,Second,2013,60000,55.2,5.0,2.2405660377358494
1117,Chevrolet,Spark,1.0 PS,Jaipur,Petrol,Manual,First,2010,6512,63.0,5.0,2.134716981132075
1118,Maruti,Alto,LXi,Kolkata,Petrol,Manual,First,2008,39008,46.3,5.0,1.0973584905660367
1119,Toyota,Corolla,Executive (HE),Chennai,Petrol,Manual,First,2003,136441,125.0,5.0,2.4728301886792443
1120,Hyundai,i20,1.2 Sportz Option,Kolkata,Petrol,Manual,First,2012,36200,80.0,5.0,3.0366981132075472
1121,Hyundai,Verna,1.4 CRDi,Kolkata,Diesel,Manual,First,2015,32506,88.7,5.0,5.24556603773585
1122,Chevrolet,Enjoy,1.4 LTZ 8,Pune,Petrol,Manual,First,2016,67000,98.79,8.0,7.759716981132077
1123,Fiat,Grande,Punto 1.4 Emotion,Pune,Petrol,Manual,Second,2011,59800,88.7,5.0,2.814716981132076
1124,Mahindra,XUV500,W8 4WD,Coimbatore,Diesel,Manual,First,2015,63008,140.0,7.0,13.552735849056605
1125,Maruti,Vitara,Brezza ZDi AMT,Coimbatore,Diesel,Automatic,First,2018,57804,88.5,5.0,9.1963679245283
1127,Hyundai,Creta,1.6 CRDi SX,Jaipur,Diesel,Manual,First,2015,65000,126.2,5.0,9.647169811320753
1128,Hyundai,Santro,Xing GLS,Coimbatore,Petrol,Manual,First,2009,61259,62.1,5.0,2.2601886792452817
1129,Hyundai,i20,1.4 Asta (AT),Chennai,Petrol,Automatic,Second,2010,50000,100.0,5.0,2.997924528301887
1130,Hyundai,Elantra,CRDi,Mumbai,Diesel,Manual,Second,2006,183513,112.2,5.0,2.5434905660377356
1131,Mahindra,XUV500,W10 2WD,Delhi,Diesel,Manual,First,2015,66000,140.0,7.0,14.581981132075473
1132,Audi,A6,2.0 TDI Design Edition,Kochi,Diesel,Automatic,First,2012,78979,187.74,5.0,15.090188679245282
1133,Tata,Tiago,1.2 Revotron XZ WO Alloy,Bangalore,Petrol,Manual,First,2016,30010,84.0,5.0,4.926132075471699
1134,Mercedes-Benz,A,Class Edition 1,Kochi,Diesel,Automatic,First,2016,27508,107.3,5.0,14.075660377358494
1135,Hyundai,Verna,1.6 SX VTVT (O) AT,Mumbai,Petrol,Automatic,First,2014,28000,121.4,5.0,6.007099056603775
1136,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,Mumbai,Diesel,Automatic,First,2014,45000,167.62,5.0,24.217633647798728
1137,BMW,7,Series 740i Sedan,Kochi,Petrol,Automatic,First,2013,86107,321.0,5.0,43.734245283018865
1138,Land,Rover,Range Rover 2.2L Pure,Hyderabad,Diesel,Automatic,Second,2015,49000,187.7,5.0,32.908584905660376
1139,Hyundai,Creta,1.6 SX Plus Petrol Automatic,Coimbatore,Petrol,Automatic,First,2018,32746,121.3,5.0,11.697924528301892
1140,Volkswagen,Vento,1.2 TSI Highline AT,Mumbai,Petrol,Automatic,First,2013,42758,103.2,5.0,4.478773584905658
1141,Mini,Cooper,Countryman D,Hyderabad,Diesel,Automatic,First,2013,50000,112.0,5.0,19.337924528301905
1142,Volvo,S60,D4 KINETIC,Coimbatore,Diesel,Automatic,First,2016,90904,181.0,5.0,23.750377358490553
1143,Renault,Pulse,RxL,Kolkata,Diesel,Manual,First,2012,52612,63.12,5.0,2.706698113207546
1144,Honda,Amaze,SX i-VTEC,Kolkata,Petrol,Manual,First,2015,40000,86.7,5.0,4.3662264150943395
1145,Toyota,Camry,2.5 G,Delhi,Petrol,Automatic,First,2012,80724,178.4,5.0,13.677169811320752
1146,Maruti,Alto,LXi,Hyderabad,Petrol,Manual,First,2009,62659,46.3,5.0,1.953301886792454
1147,Skoda,Superb,Style 1.8 TSI AT,Kochi,Petrol,Automatic,Second,2011,72734,177.46,5.0,9.595471698113208
1148,Maruti,Ertiga,ZXI,Pune,Petrol,Manual,First,2015,15000,91.1,7.0,6.383584905660376
1149,Audi,A4,2.0 TDI,Bangalore,Diesel,Automatic,First,2014,65475,147.51,5.0,17.088679245283025
1150,Maruti,Ertiga,VDI,Chennai,Diesel,Manual,First,2012,71000,88.76,7.0,5.401132075471699
1151,Mercedes-Benz,New,C-Class C 220 CDI Style,Bangalore,Diesel,Automatic,First,2016,16000,167.62,5.0,32.33198113207546
1152,Maruti,Swift,Dzire 1.2 Vxi BSIV,Delhi,Petrol,Manual,First,2011,72329,85.8,5.0,2.8214150943396232
1153,Mercedes-Benz,GLA,Class 200 CDI SPORT,Coimbatore,Diesel,Automatic,First,2016,49398,136.0,5.0,20.89066037735849
1154,Honda,City,i VTEC VX Option,Jaipur,Petrol,Manual,First,2016,44147,117.3,5.0,9.218490566037737
1155,Maruti,Alto,LXi BSII,Ahmedabad,Petrol,Manual,First,2007,45000,46.3,5.0,1.1784905660377354
1156,Toyota,Fortuner,3.0 Diesel,Delhi,Diesel,Manual,First,2011,75000,171.0,7.0,7.825377358490565
1157,BMW,3,Series Luxury Line,Coimbatore,Diesel,Automatic,First,2017,22574,190.0,5.0,36.27830188679244
1158,Hyundai,Elite,i20 Petrol Asta,Kochi,Petrol,Manual,First,2016,26642,81.86,5.0,5.757735849056607
1159,Honda,Amaze,VX i-DTEC,Hyderabad,Diesel,Manual,First,2013,81304,98.6,5.0,4.737264150943394
1160,Volkswagen,Jetta,2007-2011 2.0 TDI Comfortline,Kolkata,Diesel,Manual,First,2013,46000,105.0,5.0,5.649716981132075
1161,Mercedes-Benz,S,Class 2005 2013 320 L,Hyderabad,Petrol,Manual,First,2007,99000,210.0,5.0,6.061320754716988
1162,Hyundai,EON,Era,Pune,Petrol,Manual,First,2012,36317,55.2,5.0,2.3327358490566033
1163,Maruti,Zen,Estilo LXI BSIII,Pune,Petrol,Manual,First,2008,70000,67.1,5.0,1.7679245283018878
1164,Hyundai,Verna,CRDi SX,Hyderabad,Diesel,Manual,First,2009,137711,110.0,5.0,3.7235849056603785
1165,Hyundai,Verna,VTVT 1.6 AT SX Option,Mumbai,Petrol,Automatic,First,2018,18980,121.3,5.0,11.212358490566045
